93,LHR,DXB,2026-02-03 20:42:51.677744,2026-02-03 22:42:51.677744,scheduled
94,JFK,JFK,2026-01-31 20:42:51.677773,2026-02-01 03:42:51.677773,scheduled
95,LHR,DXB,2026-02-15 20:42:51.677795,2026-02-16 02:42:51.677795,scheduled
96,JFK,DXB,2026-03-19 20:42:51.677816,2026-03-20 06:42:51.677816,scheduled
97,LHR,DXB,2026-03-15 20:42:51.677837,2026-03-16 04:42:51.677837,scheduled
98,DXB,LHR,2026-03-10 20:42:51.677858,2026-03-10 22:42:51.677858,cancelled
99,CDG,DXB,2026-02-07 20:42:51.677880,2026-02-08 03:42:51.677880,delayed
100,FRA,DXB,2026-02-24 20:42:51.677901,2026-02-25 02:42:51.677901,cancelled
101,LHR,CDG,2026-03-17 20:42:51.677923,2026-03-18 01:42:51.677923,delayed
102,DXB,CDG,2026-01-30 20:42:51.677944,2026-01-31 04:42:51.677944,delayed
103,DXB,CDG,2026-03-23 20:42:51.677966,2026-03-24 04:42:51.677966,delayed
104,LHR,FRA,2026-02-02 20:42:51.677988,2026-02-03 04:42:51.677988,cancelled
105,LHR,JFK,2026-02-16 20:42:51.678010,2026-02-17 05:42:51.678010,delayed
106,JFK,FRA,2026-03-30 20:42:51.678032,2026-03-30 23:42:51.678032,cancelled
107,JFK,CDG,2026-02-12 20:42:51.678053,2026-02-13 01:42:51.678053,delayed
108,LHR,FRA,2026-03-13 20:42:51.678074,2026-03-14 05:42:51.678074,delayed
109,LHR,LHR,2026-03-04 20:42:51.678095,2026-03-05 04:42:51.678095,scheduled
110,LHR,CDG,2026-02-01 20:42:51.678188,2026-02-02 00:42:51.678188,cancelled
111,LHR,CDG,2026-03-25 20:42:51.678214,2026-03-26 00:42:51.678214,delayed
112,DXB,FRA,2026-02-11 20:42:51.678236,2026-02-12 06:42:51.678236,cancelled
113,CDG,LHR,2026-03-25 20:42:51.678258,2026-03-26 00:42:51.678258,cancelled
114,DXB,FRA,2026-03-12 20:42:51.678280,2026-03-13 00:42:51.678280,scheduled
115,JFK,CDG,2026-03-04 20:42:51.678301,2026-03-05 04:42:51.678301,scheduled
116,LHR,FRA,2026-03-08 20:42:51.678323,2026-03-09 05:42:51.678323,cancelled
117,JFK,FRA,2026-02-17 20:42:51.678344,2026-02-18 02:42:51.678344,cancelled
118,JFK,JFK,2026-03-02 20:42:51.678366,2026-03-02 21:42:51.678366,scheduled
119,LHR,JFK,2026-03-24 20:42:51.678389,2026-03-24 21:42:51.678389,scheduled
120,JFK,JFK,2026-02-08 20:42:51.678411,2026-02-09 00:42:51.678411,delayed
121,LHR,JFK,2026-03-26 20:42:51.678434,2026-03-26 21:42:51.678434,cancelled
122,FRA,JFK,2026-03-24 20:42:51.678454,2026-03-24 22:42:51.678454,scheduled
123,DXB,CDG,2026-03-09 20:42:51.678475,2026-03-09 22:42:51.678475,scheduled
124,LHR,LHR,2026-03-18 20:42:51.678498,2026-03-19 05:42:51.678498,delayed
125,LHR,JFK,2026-03-27 20:42:51.678520,2026-03-28 02:42:51.678520,scheduled
126,FRA,FRA,2026-02-16 20:42:51.678542,2026-02-16 21:42:51.678542,cancelled
127,DXB,JFK,2026-03-26 20:42:51.678564,2026-03-26 21:42:51.678564,delayed
128,LHR,CDG,2026-03-25 20:42:51.678586,2026-03-25 23:42:51.678586,cancelled
129,JFK,LHR,2026-02-05 20:42:51.678608,2026-02-06 00:42:51.678608,scheduled
130,JFK,JFK,2026-03-28 20:42:51.678629,2026-03-29 03:42:51.678629,scheduled
131,JFK,FRA,2026-03-10 20:42:51.678651,2026-03-10 21:42:51.678651,cancelled
132,LHR,FRA,2026-02-09 20:42:51.678672,2026-02-10 00:42:51.678672,scheduled
133,JFK,CDG,2026-02-01 20:42:51.678694,2026-02-01 23:42:51.678694,delayed
134,JFK,LHR,2026-02-19 20:42:51.678716,2026-02-20 03:42:51.678716,delayed
135,LHR,FRA,2026-03-28 20:42:51.678739,2026-03-29 06:42:51.678739,delayed
136,FRA,LHR,2026-03-05 20:42:51.678761,2026-03-06 00:42:51.678761,delayed
137,JFK,JFK,2026-01-30 20:42:51.678783,2026-01-31 01:42:51.678783,delayed
138,DXB,JFK,2026-03-03 20:42:51.678803,2026-03-04 01:42:51.678803,cancelled
139,CDG,CDG,2026-02-14 20:42:51.678825,2026-02-15 00:42:51.678825,cancelled
140,FRA,JFK,2026-02-19 20:42:51.678848,2026-02-20 00:42:51.678848,cancelled
141,LHR,DXB,2026-02-07 20:42:51.678870,2026-02-08 04:42:51.678870,scheduled
142,LHR,JFK,2026-02-19 20:42:51.678892,2026-02-19 22:42:51.678892,cancelled
143,JFK,DXB,2026-03-18 20:42:51.678914,2026-03-19 06:42:51.678914,cancelled
144,LHR,LHR,2026-03-15 20:42:51.678937,2026-03-16 02:42:51.678937,delayed
145,FRA,LHR,2026-03-17 20:42:51.678959,2026-03-18 03:42:51.678959,scheduled
146,DXB,DXB,2026-02-24 20:42:51.678982,2026-02-25 04:42:51.678982,cancelled
147,CDG,DXB,2026-03-28 20:42:51.679006,2026-03-29 04:42:51.679006,scheduled
148,FRA,CDG,2026-02-13 20:42:51.679028,2026-02-13 22:42:51.679028,delayed
149,LHR,JFK,2026-03-07 20:42:51.679050,2026-03-07 21:42:51.679050,scheduled
150,LHR,LHR,2026-02-11 20:42:51.679072,2026-02-11 21:42:51.679072,scheduled
151,LHR,LHR,2026-03-03 20:42:51.679094,2026-03-04 06:42:51.679094,cancelled
152,CDG,LHR,2026-03-19 20:42:51.679117,2026-03-20 03:42:51.679117,scheduled
153,FRA,LHR,2026-02-19 20:42:51.679140,2026-02-20 03:42:51.679140,cancelled
154,CDG,JFK,2026-03-22 20:42:51.679163,2026-03-23 04:42:51.679163,delayed
155,CDG,DXB,2026-02-18 20:42:51.679183,2026-02-19 06:42:51.679183,cancelled
156,LHR,DXB,2026-03-12 20:42:51.679204,2026-03-13 01:42:51.679204,delayed
157,FRA,DXB,2026-03-27 20:42:51.679227,2026-03-28 00:42:51.679227,delayed
158,DXB,DXB,2026-02-25 20:42:51.679248,2026-02-26 06:42:51.679248,scheduled
159,CDG,CDG,2026-03-01 20:42:51.679271,2026-03-02 01:42:51.679271,delayed
160,DXB,FRA,2026-03-06 20:42:51.679293,2026-03-07 00:42:51.679293,scheduled
161,DXB,FRA,2026-02-25 20:42:51.679315,2026-02-25 22:42:51.679315,delayed
162,JFK,LHR,2026-03-07 20:42:51.679336,2026-03-08 06:42:51.679336,delayed
163,CDG,DXB,2026-03-18 20:42:51.679358,2026-03-19 02:42:51.679358,scheduled
164,LHR,FRA,2026-02-21 20:42:51.679379,2026-02-22 06:42:51.679379,delayed
165,LHR,JFK,2026-03-11 20:42:51.679401,2026-03-11 21:42:51.679401,scheduled
166,DXB,LHR,2026-03-21 20:42:51.679423,2026-03-22 00:42:51.679423,scheduled
167,JFK,DXB,2026-03-19 20:42:51.679444,2026-03-19 21:42:51.679444,cancelled
168,LHR,CDG,2026-03-13 20:42:51.679466,2026-03-14 01:42:51.679466,scheduled
169,CDG,DXB,2026-02-15 20:42:51.679488,2026-02-16 05:42:51.679488,scheduled
170,DXB,DXB,2026-02-28 20:42:51.679510,2026-03-01 02:42:51.679510,delayed
171,LHR,JFK,2026-03-23 20:42:51.679533,2026-03-24 02:42:51.679533,delayed
172,LHR,DXB,2026-03-14 20:42:51.679554,2026-03-15 00:42:51.679554,delayed
173,DXB,FRA,2026-03-07 20:42:51.679576,2026-03-07 22:42:51.679576,delayed
174,LHR,DXB,2026-03-14 20:42:51.679599,2026-03-15 06:42:51.679599,scheduled
175,DXB,FRA,2026-03-04 20:42:51.679621,2026-03-05 00:42:51.679621,delayed
176,LHR,JFK,2026-02-19 20:42:51.679643,2026-02-19 22:42:51.679643,delayed
177,CDG,FRA,2026-01-30 20:42:51.679666,2026-01-30 22:42:51.679666,scheduled
178,DXB,DXB,2026-02-16 20:42:51.679689,2026-02-17 06:42:51.679689,scheduled
179,LHR,DXB,2026-01-31 20:42:51.679711,2026-02-01 06:42:51.679711,cancelled
180,JFK,LHR,2026-02-17 20:42:51.679734,2026-02-18 06:42:51.679734,delayed
181,FRA,DXB,2026-03-16 20:42:51.679755,2026-03-17 06:42:51.679755,scheduled
182,FRA,JFK,2026-03-26 20:42:51.679777,2026-03-27 02:42:51.679777,delayed
183,DXB,CDG,2026-03-06 20:42:51.679804,2026-03-07 05:42:51.679804,scheduled
184,DXB,JFK,2026-03-29 20:42:51.679828,2026-03-29 21:42:51.679828,delayed
185,DXB,JFK,2026-02-03 20:42:51.679851,2026-02-04 02:42:51.679851,delayed
186,FRA,LHR,2026-03-18 20:42:51.679874,2026-03-19 01:42:51.679874,scheduled
187,CDG,FRA,2026-03-15 20:42:51.679898,2026-03-16 01:42:51.679898,cancelled
188,JFK,DXB,2026-02-13 20:42:51.679922,2026-02-14 04:42:51.679922,cancelled
189,LHR,DXB,2026-03-14 20:42:51.679945,2026-03-14 23:42:51.679945,scheduled
190,LHR,CDG,2026-02-20 20:42:51.679967,2026-02-21 02:42:51.679967,scheduled
191,LHR,LHR,2026-01-29 20:42:51.679990,2026-01-30 04:42:51.679990,cancelled
192,FRA,LHR,2026-02-16 20:42:51.680012,2026-02-16 22:42:51.680012,cancelled
193,FRA,JFK,2026-02-25 20:42:51.680035,2026-02-26 01:42:51.680035,delayed
194,DXB,FRA,2026-01-30 20:42:51.680057,2026-01-31 01:42:51.680057,scheduled
195,LHR,DXB,2026-02-10 20:42:51.680080,2026-02-11 06:42:51.680080,scheduled
196,CDG,FRA,2026-02-20 20:42:51.680102,2026-02-21 02:42:51.680102,cancelled
197,CDG,CDG,2026-02-18 20:42:51.680124,2026-02-19 04:42:51.680124,cancelled
198,DXB,FRA,2026-03-24 20:42:51.680147,2026-03-25 05:42:51.680147,delayed
199,CDG,FRA,2026-02-16 20:42:51.680170,2026-02-17 01:42:51.680170,delayed
200,JFK,JFK,2026-02-01 20:42:51.680194,2026-02-01 23:42:51.680194,delayed
201,LHR,JFK,2026-02-05 20:42:51.680220,2026-02-06 00:42:51.680220,scheduled
202,CDG,CDG,2026-03-02 20:42:51.680249,2026-03-03 04:42:51.680249,cancelled
203,JFK,JFK,2026-03-05 20:42:51.680273,2026-03-06 06:42:51.680273,scheduled
204,LHR,FRA,2026-02-23 20:42:51.680297,2026-02-24 00:42:51.680297,delayed
205,FRA,CDG,2026-02-02 20:42:51.680322,2026-02-03 03:42:51.680322,scheduled
206,CDG,LHR,2026-03-17 20:42:51.680345,2026-03-18 05:42:51.680345,cancelled
207,FRA,JFK,2026-03-02 20:42:51.680369,2026-03-03 06:42:51.680369,cancelled
208,JFK,LHR,2026-02-21 20:42:51.680393,2026-02-21 23:42:51.680393,cancelled
209,DXB,FRA,2026-02-05 20:42:51.680414,2026-02-06 02:42:51.680414,delayed
210,FRA,JFK,2026-02-14 20:42:51.680439,2026-02-14 22:42:51.680439,scheduled
211,LHR,CDG,2026-03-19 20:42:51.680464,2026-03-20 03:42:51.680464,cancelled
212,JFK,FRA,2026-02-02 20:42:51.680486,2026-02-02 21:42:51.680486,delayed
213,CDG,LHR,2026-03-20 20:42:51.680508,2026-03-21 02:42:51.680508,scheduled
214,DXB,CDG,2026-01-31 20:42:51.680528,2026-02-01 06:42:51.680528,scheduled
215,LHR,JFK,2026-02-18 20:42:51.680551,2026-02-19 03:42:51.680551,delayed
216,LHR,JFK,2026-03-29 20:42:51.680573,2026-03-30 06:42:51.680573,delayed
217,LHR,JFK,2026-03-10 20:42:51.680686,2026-03-10 21:42:51.680686,cancelled
218,DXB,JFK,2026-03-19 20:42:51.680716,2026-03-20 00:42:51.680716,scheduled
219,FRA,JFK,2026-02-11 20:42:51.680738,2026-02-12 05:42:51.680738,scheduled
220,LHR,JFK,2026-02-26 20:42:51.680758,2026-02-27 02:42:51.680758,cancelled
221,DXB,LHR,2026-03-11 20:42:51.680778,2026-03-11 21:42:51.680778,scheduled
222,LHR,LHR,2026-03-24 20:42:51.680797,2026-03-24 22:42:51.680797,scheduled
223,FRA,DXB,2026-02-09 20:42:51.680816,2026-02-10 01:42:51.680816,cancelled
224,CDG,JFK,2026-02-06 20:42:51.680835,2026-02-07 02:42:51.680835,cancelled
225,FRA,FRA,2026-02-13 20:42:51.680854,2026-02-14 03:42:51.680854,scheduled
226,FRA,JFK,2026-03-09 20:42:51.680874,2026-03-10 04:42:51.680874,scheduled
227,LHR,DXB,2026-03-24 20:42:51.680905,2026-03-25 04:42:51.680905,scheduled
228,JFK,FRA,2026-02-23 20:42:51.680933,2026-02-24 04:42:51.680933,cancelled
229,JFK,DXB,2026-02-21 20:42:51.680965,2026-02-22 02:42:51.680965,delayed
230,DXB,LHR,2026-02-08 20:42:51.680996,2026-02-08 22:42:51.680996,cancelled
231,CDG,CDG,2026-03-15 20:42:51.681018,2026-03-16 04:42:51.681018,scheduled
232,DXB,JFK,2026-03-17 20:42:51.681046,2026-03-18 06:42:51.681046,cancelled
233,LHR,CDG,2026-03-23 20:42:51.681068,2026-03-24 00:42:51.681068,scheduled
234,CDG,DXB,2026-03-12 20:42:51.681089,2026-03-13 05:42:51.681089,scheduled
235,JFK,LHR,2026-03-04 20:42:51.681107,2026-03-05 00:42:51.681107,delayed
236,JFK,JFK,2026-03-10 20:42:51.681125,2026-03-10 23:42:51.681125,scheduled
237,DXB,CDG,2026-03-07 20:42:51.681141,2026-03-08 03:42:51.681141,scheduled
238,DXB,DXB,2026-03-15 20:42:51.681157,2026-03-16 02:42:51.681157,scheduled
239,JFK,DXB,2026-02-01 20:42:51.681173,2026-02-02 05:42:51.681173,delayed
240,FRA,LHR,2026-03-07 20:42:51.681188,2026-03-07 22:42:51.681188,cancelled
241,LHR,CDG,2026-01-29 20:42:51.681204,2026-01-29 22:42:51.681204,scheduled
242,CDG,CDG,2026-03-24 20:42:51.681220,2026-03-25 00:42:51.681220,scheduled
243,LHR,CDG,2026-02-25 20:42:51.681236,2026-02-26 04:42:51.681236,scheduled
244,JFK,DXB,2026-02-08 20:42:51.681256,2026-02-09 03:42:51.681256,cancelled
245,JFK,LHR,2026-02-04 20:42:51.681276,2026-02-05 06:42:51.681276,cancelled
246,CDG,JFK,2026-03-12 20:42:51.681291,2026-03-12 22:42:51.681291,delayed
247,JFK,FRA,2026-02-15 20:42:51.681306,2026-02-15 23:42:51.681306,scheduled
248,FRA,JFK,2026-03-26 20:42:51.681321,2026-03-26 23:42:51.681321,cancelled
249,FRA,LHR,2026-03-04 20:42:51.681337,2026-03-05 04:42:51.681337,scheduled
250,LHR,JFK,2026-02-07 20:42:51.681353,2026-02-07 23:42:51.681353,cancelled
251,CDG,LHR,2026-02-28 20:42:51.681370,2026-03-01 06:42:51.681370,cancelled
252,FRA,JFK,2026-02-22 20:42:51.681391,2026-02-23 06:42:51.681391,scheduled
253,DXB,DXB,2026-03-10 20:42:51.681417,2026-03-11 02:42:51.681417,delayed
254,FRA,FRA,2026-02-19 20:42:51.681435,2026-02-19 22:42:51.681435,cancelled
255,LHR,DXB,2026-03-02 20:42:51.681454,2026-03-03 01:42:51.681454,cancelled
256,CDG,FRA,2026-03-06 20:42:51.681473,2026-03-07 01:42:51.681473,scheduled
257,CDG,DXB,2026-03-26 20:42:51.681492,2026-03-27 02:42:51.681492,scheduled
258,FRA,FRA,2026-03-23 20:42:51.681511,2026-03-24 04:42:51.681511,delayed
259,JFK,CDG,2026-03-02 20:42:51.681530,2026-03-02 18:42:51.681530,delayed
260,JFK,DXB,2026-03-23 20:42:51.681550,2026-03-23 23:42:51.681550,delayed
261,JFK,FRA,2026-03-29 20:42:51.681595,2026-03-30 03:42:51.681595,cancelled
262,DXB,JFK,2026-02-09 20:42:51.681617,2026-02-10 02:42:51.681617,scheduled
263,CDG,LHR,2026-01-30 20:42:51.681639,2026-01-31 01:42:51.681639,scheduled
264,DXB,LHR,2026-03-14 20:42:51.681658,2026-03-15 06:42:51.681658,scheduled
265,LHR,CDG,2026-03-07 20:42:51.681678,2026-03-08 05:42:51.681678,cancelled
266,CDG,LHR,2026-02-24 20:42:51.681697,2026-02-25 04:42:51.681697,cancelled
267,DXB,LHR,2026-03-30 20:42:51.681717,2026-03-30 22:42:51.681717,delayed
268,LHR,JFK,2026-02-25 20:42:51.681733,2026-02-26 06:42:51.681733,scheduled
269,DXB,LHR,2026-03-02 20:42:51.681752,2026-03-02 21:42:51.681752,delayed
270,LHR,DXB,2026-01-30 20:42:51.681769,2026-01-31 02:42:51.681769,scheduled
271,JFK,LHR,2026-03-12 20:42:51.681788,2026-03-12 22:42:51.681788,scheduled
272,JFK,FRA,2026-02-26 20:42:51.681810,2026-02-26 23:42:51.681810,scheduled
273,JFK,FRA,2026-03-15 20:42:51.681827,2026-03-15 18:42:51.681827,scheduled
274,JFK,LHR,2026-02-10 20:42:51.681848,2026-02-10 21:42:51.681848,scheduled
275,DXB,LHR,2026-03-30 20:42:51.681867,2026-03-31 06:42:51.681867,delayed
276,LHR,FRA,2026-03-27 20:42:51.681886,2026-03-27 23:42:51.681886,scheduled
277,CDG,FRA,2026-02-12 20:42:51.681904,2026-02-13 05:42:51.681904,cancelled
278,CDG,FRA,2026-03-16 20:42:51.681928,2026-03-17 02:42:51.681928,scheduled
279,DXB,CDG,2026-02-01 20:42:51.681947,2026-02-01 22:42:51.681947,delayed
280,LHR,LHR,2026-02-02 20:42:51.681966,2026-02-03 04:42:51.681966,cancelled
281,LHR,JFK,2026-02-28 20:42:51.681986,2026-03-01 04:42:51.681986,cancelled
282,JFK,LHR,2026-02-24 20:42:51.682006,2026-02-25 00:42:51.682006,delayed
283,DXB,JFK,2026-02-13 20:42:51.682027,2026-02-14 00:42:51.682027,delayed
284,CDG,DXB,2026-03-21 20:42:51.682047,2026-03-21 23:42:51.682047,cancelled
285,LHR,JFK,2026-03-21 20:42:51.682065,2026-03-22 03:42:51.682065,scheduled
286,DXB,CDG,2026-03-05 20:42:51.682083,2026-03-06 03:42:51.682083,delayed
287,JFK,DXB,2026-03-30 20:42:51.682104,2026-03-31 01:42:51.682104,scheduled
288,LHR,FRA,2026-02-28 20:42:51.682123,2026-03-01 04:42:51.682123,delayed
289,CDG,LHR,2026-03-23 20:42:51.682143,2026-03-24 03:42:51.682143,cancelled
290,CDG,CDG,2026-02-21 20:42:51.682163,2026-02-22 00:42:51.682163,scheduled
291,JFK,FRA,2026-02-24 20:42:51.682183,2026-02-25 03:42:51.682183,scheduled
292,JFK,FRA,2026-03-03 20:42:51.682203,2026-03-03 23:42:51.682203,delayed
293,CDG,JFK,2026-02-16 20:42:51.682226,2026-02-17 01:42:51.682226,scheduled
294,FRA,CDG,2026-03-10 20:42:51.682246,2026-03-10 22:42:51.682246,scheduled
295,LHR,LHR,2026-02-28 20:42:51.682266,2026-03-01 05:42:51.682266,delayed
296,FRA,CDG,2026-02-04 20:42:51.682284,2026-02-05 03:42:51.682284,cancelled
297,JFK,DXB,2026-02-03 20:42:51.682302,2026-02-04 04:42:51.682302,delayed
298,FRA,JFK,2026-03-08 20:42:51.682324,2026-03-09 04:42:51.682324,delayed
299,JFK,JFK,2026-02-06 20:42:51.682346,2026-02-07 02:42:51.682346,cancelled
